Default Dataset,
X,Y
417.1594508975712,0.16638655462184881
445.6705385427666,0.30364145658263286
476.71594508975716,0.3792717086834734
514.7307286166842,0.48571428571428577
552.7455121436114,0.5865546218487394
587.5923970432947,0.6537815126050419
625.6071805702218,0.7602240896358543
678.1942977824709,0.9983193277310923
916.4202745512144,0.40168067226890747
753.5902851108764,0.8834733893557422
